,y_pred,lower,upper
48,394.0,,
49,399.0,,
50,403.0,,
51,407.0,,
52,411.0,,
53,415.0,,
54,420.0,,
55,424.0,,
56,428.0,,
57,432.0,,
58,436.0,,
59,440.0,,
60,445.0,,
61,449.0,,
62,453.0,,
63,457.0,,
64,461.0,,
65,466.0,,
66,470.0,,
67,474.0,,
68,478.0,,
69,482.0,,
70,487.0,,
71,491.0,,
