,y_pred,lower,upper
48,9769200.0,,
49,9423300.0,,
50,9472300.0,,
51,9860200.0,,
52,9828900.0,,
53,9207100.0,,
54,8966200.0,,
55,9359300.0,,
56,9590100.0,,
57,9764700.0,,
58,9737300.0,,
59,9366700.0,,
60,9719400.0,,
61,9665900.0,,
62,9336300.0,,
63,12198000.0,,
64,11936500.0,,
65,11924600.0,,
66,12291700.0,,
67,12080000.0,,
68,11545900.0,,
69,12750400.0,,
70,12042900.0,,
71,12156300.0,,
